;source;id;title;objectives
43;wicher_contracts;24670;The Battle of Kaer Morhen;"Enter Kaer Morhen keep and begin the council. (500 ) 
Exit the keep and join Lambert when you're ready to face the Wild Hunt. 
Use dimeritium bombs or the Yrden Sign to close all the Hunt's portals in the woods around Kaer Morhen. (3 portals) 
Kill the Wild Hunt warriors near the left portal in the forest. 
Kill the Wild Hunt warriors near the center portal in the forest. 
Kill the Wild Hunt warriors near the right portal in the forest. (500 ) 
Run to Triss's aid on the battlements. 
Defeat the warriors threatening Triss. 
Return to Kaer Morhen. 
Close the main gate. (500 ) 
Retreat to the middle courtyard. 
Defeat your opponents and retreat behind the main gate. 
Get to Triss. 
Help Triss fight the Hunt's warriors. 
Defeat Caranthir's warriors. 
Open the gate to Kaer Morhen's inner courtyard. 
Use dimeritium bombs or the Yrden Sign to close the Hunt's portals and stop their attack on Kaer Morhen. (2 portals) 
(Optional) Equip yourself with dimeritium bombs from Vesemir's supplies. 
Help Triss fight the Wild Hunt by the gate to the inner courtyard. (1,000 )"
44;wicher_contracts;20885;The Beast of White Orchard;"Ask the herbalist about buckthorn. 
Ask the hunter where he found the bodies."
45;wicher_contracts;23935;The Calm Before the Storm;"Follow Astrid to the sauna. 
Leave your clothes in the changing room. 
Follow Astrid. 
[Optional] Jump into the water to cool off and regenerate. 
[Optional] Drink a shot of Freya's Firewater to warm up. 
Join Skjall in the stable. 
Try to defeat the warriors of the Wild Hunt. 
Get on a horse and flee towards Drowned Dead Rock. 
Make it to Drowned Dead Rock while avoiding the riders of the Wild Hunt."
46;wicher_contracts;24667;The Final Trial;"Find Lambert. 
Return to Lambert when you're ready. 
Follow Lambert. 
Find the boat. 
Kill the drowners. 
Kill the water hag. 
Get in the boat. 
Sail across the lake with Lambert. 
Check where the boy's voice is coming from. [optional] 
Kill the foglets. 
Enter the cave. 
Go through the cave. 
Kill Old Speartip. [optional] 
Seek shelter in the tunnel. 
Get past the blockage. 
Put the phylactery on the altar. 
Light the torches around the altar. 
Get to the Circle of Elements."
47;wicher_contracts;24674;The Great Escape;"Catch the runaway. (200 ) 
(Optional) Ask Zoltan for help. 
Meet Yennefer at the bridge into Oxenfurt. 
Enter the prison through the well. 
Search the ruins. 
Find the missing part of the mechanism using your Witcher Senses. 
Repair the mechanism and open the doors. 
Enter the sewers. 
Find the sorceress Margarita. 
Get the key. 
Search the commander's body and find the key to the cell door. 
Open the cell. (300 ) 
Get out of the prison. (300 )"
48;wicher_contracts;21511;The Incident at White Orchard;Kill the bandits.
49;wicher_contracts;24927;The Isle of Mists (quest);"Go to Skellige. 
Talk to friends who could help defeat the Hunt and ask them to join your fight. 
Get on a boat. 
Travel to the Isle of Mists. 
Follow the firefly. 
Check what's in the hut. 
Look for Ferenc along the coast. 
Look for Ivo in the cave. 
Look for Gaspard near the lighthouse. 
Wake Gaspard up. 
Bring Gaspard to the hut. 
Return to the hut."
50;wicher_contracts;24660;The King is Dead – Long Live the King;"Go to Yennefer's rooms and put on formal attire. 
Put on new clothes for your meeting with Yennefer. 
Meet Yennefer at the entrance to Kaer Trolde citadel. 
Go with Yennefer to the wake inside Kaer Trolde. 
Talk to Yennefer in private. 
Beat Cerys to the top of the mountain. (optional) 
Go to Ermion's workshop. 
Explore the mysterious room using your Witcher Senses. 
Defeat the aggressive beasts. 
Find the Mask of Uroboros in Ermion's workshop. 
Explore the secret chamber using your Witcher Senses. 
Kill the earth elemental. 
Look around for a way to escape from the trap."
51;wicher_contracts;20889;The Nilfgaardian Connection;"Travel to Velen. 
Go to the Inn at the Crossroads. 
Ask about the agent called Hendrik at the Inn at the Crossroads. 
Finish talking to the innkeep about the agent called Hendrik. 
Look for the agent called Hendrik in the village of Heatherton. 
Talk to the survivor and learn what happened in the village. 
Find the agent called Hendrik. 
Search the agent's hut using your Witcher Senses."
52;wicher_contracts;22196;The Play's the Thing;"Tell Priscilla what you've learned about Dudu. 
Take the script to Irina Renarde. 
Head to the docks and hire ushers for the play. 
(Optional) Recruit jugglers from the performing troupe called the Puffins. 
Ger rid of the thugs lurking outside the Puffins' house. 
Defeat the strongmen from Metinna. 
Talk to Irina Renarde and start the play. 
Talk to Dudu in Irina Renarde's room."
53;wicher_contracts;24678;The Sunstone;"If either of the an Craite siblings is ruler of Skellige: 
Or if Svanrige is king: 
The next two objectives are mutually exclusive: 
Talk to Yennefer. (Starts Child of the Elder Blood ) 
Meet Philippa in the elven ruins. 
Explore the elven ruins with Philippa Eilhart. 
Exterminate the monsters. 
Explore the elven ruins with Philippa Eilhart. 
Set up the mirror system properly. 
Examine the Sunstone."
54;wicher_contracts;20898;The Whispering Hillock;"Find where the voice is coming from using your Witcher Senses. 
Speak to the spirit in the cave beneath the Whispering Hillock. 
If you decide to release it: 
If you decide to kill it:"
55;wicher_contracts;24676;Through Time and Space;"Join Avallac'h. 
Follow Avallac'h. 
Find the next passage. 
Wait until the passage opens. 
Kill the monsters. 
Travel to the next world. 
Find the next passage. 
Find the next passage. 
Get to the lighthouse. 
Travel to the next world. (500 ) 
Follow Avallac'h. 
Talk to Ge'els."
56;wicher_contracts;24666;To Bait a Forktail...;"Search for Eskel's tracks near the entrance to Kaer Morhen using your Witcher Senses . 
Follow the tracks left by Eskel's horse using your Witcher Senses. 
Examine the area around Eskel's horse for tracks using your Witcher Senses. 
Follow Eskel's tracks using your Witcher Senses. 
Look around for more tracks left by Eskel using your Witcher Senses. 
Follow the smell using your Witcher Senses. 
Follow Eskel's footprints using your Witcher Senses. 
Fight the forktail. 
Chase the forktail. 
Follow the forktail's blood trail using your Witcher Senses. 
Find and kill the forktail. 
Return to Kaer Morhen. 
Beat Eskel back to Kaer Morhen."
57;wicher_contracts;24664;Ugly Baby;"If you have completed Family Matters before Nameless: 
Tell the person minding the stables that you are taking Uma. 
Collect Uma (125). 
Talk to Lambert about journeying to the Circle of Elements. 
Find Eskel and help him hunt the forktail. 
Spend the evening with the other witchers. 
Help Yennefer fix the megascope (50). 
Remove the curse afflicting Uma."
58;wicher_contracts;24669;Va Fail, Elaine;"Gather the necessary ingredients and brew the Decoctions of the Grasses. 
Brew the Decoctions of the Grasses. 
Bring Yennefer the potions."
59;wicher_contracts;24679;Veni Vidi Vigo;Sneak onto the emperor's flagship under cover of darkness.
60;wicher_contracts;20897;Wandering in the Dark;"Meet Keira at the entrance to the mage's hideout. 
Follow Keira. 
Go through Keira's portal. 
Use your Witcher Senses to find Keira. 
Destroy the rat nests with Signs or bombs. 0/2 
Explore the elven ruins and look for information about the mage. 
Explore the ruins and follow the swallow symbols. 
Search the chamber using your Witcher Senses. 
Use your Witcher Senses to find something associated with Ciri's horse Kelpie. 
Rejoin Keira. 
Explore new chambers with Keira. 
Enter the portal. 
Examine the next room using your Witcher Senses. 
Fight the guardian. 
Continue exploring the ruins and follow the swallow symbols. 
Find a way to activate the portal using your Witcher Senses. 
Enter the portal. 
Follow the Wild Hunt's warriors. 
Keep close to Keira and stay under her magic shield. 
Kill the creatures emerging from the rift. (3 times) 
Follow Keira. 
Chase the Wild Hunt's warriors. 
Fight the Wild Hunt warrior. 
Look for information about Ciri using your Witcher Senses. 
Use the Eye of Nehaleni to dispel the illusion."
0;wicher_contracts;24763;A Barnful of Trouble;"Kill the ghouls. 
Collect your reward."
1;wicher_contracts;24733;A Dangerous Game;"Get the Fringilla Vigo, Isengrim, and Natalis cards for Zoltan. 
Find a way into Zed's home. 
Search Zed's home using your Witcher Senses. 
Find Zed's ledger using your Witcher Senses. 
Find the Isengrim card. 
Bring the card and Zed's ledger to Zoltan. 
Meet Zoltan in front of Caesar Bilzen's house. 
Get the John Natalis card from Ravvy. 
Search the body for the John Natalis card. 
Search upstairs in Caesar Bilzen's home using your Witcher Senses. 
Let Zoltan know you've found the card. 
Bring the cards to Zoltan. 
Go to the meeting with Zoltan's buyer. 
Chase Duke. 
Return to Zoltan."
2;wicher_contracts;24744;A Deadly Plot;"Meet Dijkstra at the Passiflora. 
Talk to the Redanian liaison. 
Find the shoemaker's wagon. 
Look around for tracks using your Witcher Senses. 
Talk to the troll. 
Find the trolls' cave. 
Find the shoemaker in the trolls' cave. 
Kill the trolls (optional). 
Escort Thaler (25)."
3;wicher_contracts;24722;A Dog's Life;"Follow the dog. 
Defeat the bandits. 
Search the abandoned house using the Witcher Senses."
4;wicher_contracts;24719;A Favor for a Friend;"Find the ingredients from the missing transport using your Witcher Senses. (25) 
Bring the ingredients to Keira. 
Meet Keira when you have some time. (only shows if you give the ingredients then say ""maybe later"") 
Race Keira to the meadow. 
Find Keira using your Witcher Senses. (only if you agree to have sex with her)"
5;wicher_contracts;24734;A Feast for Crows;Use your Witcher Senses to figure out what happened to the murdered man.
6;wicher_contracts;24735;A Final Kindness;"Meet Triss at the Eternal Fire shrine near the harbor around midnight. 
Get rid of the guards. 
Retrieve Keira's body."
7;wicher_contracts;21508;A Frying Pan, Spick and Span;"Break into the locked hut. 
Look around inside the hut for a frying pan using your Witcher Senses. 
Search the hut and use your Witcher Senses to determine what happened there. 
Return the frying pan to the old woman."
8;wicher_contracts;24725;A Greedy God;"Address the Allgod using the altar. 
Find the Allgod using your Witcher Senses. 
Convince the sylvan to change his ways. 
If you choose to kill him: 
Talk to the peasants."
9;wicher_contracts;24784;A Hallowed Horn;"Track down the thieves and retrieve Holger's horn. 
Find the stolen horn. 
If you found the horn before the notice: 
Bring the stolen horn to Mathios."
10;wicher_contracts;24755;A Matter of Life and Death (The Witcher 3);"Meet Triss Merigold at her hideout. 
Meet the Vegelbuds' servant at the fishmarket. He's wearing a blue shirt and has keys hanging form his belt. 
Use your Witcher Senses to find the Vegelbuds' servant. Dressed in a blue tunic, he has keys strapped to his belt. 
Follow the Vegelbuds' servant. 
Help the servant fight off the bandits. 
Buy a mask to wear to the masquerade ball. 
Buy a fox mask for Triss Merigold. 
Bring Triss the fox mask. 
Visit Triss and prepare for the masquerade ball. 
(Optional) Buy a new outfit. Doublet, trousers and boots. 
Meet Ingrid Vegelbud. 
Go to the Vegelbuds' residence after dusk and talk to the guard. 
Find Albert Vegelbud. He's wearing a panther mask. 
Wait on the bench with Triss Merigold. 
Find Triss Merigold in the labyrinth. 
Get out of the labyrinth. 
Defeat the witch hunters. 
Meet Triss and Albert in the stables. 
Return to Triss Merigold."
11;wicher_contracts;24760;A Tome Entombed;"If you refuse to help at any point: 
Kill the vampire."
12;wicher_contracts;24602;A Towerful of Mice;"Find a way to get to Fyke Isle. 
Head toward the tower. 
Explore the tower. 
Find the mage Alexander's laboratory. 
Use Keira's lamp to investigate Alexander's laboratory. 
Use the magic lamp to contact Anabelle. 
Bring Graham to Anabelle or take Anabelle's bones to Graham. 
Tell Keira you've lifted the curse on Fyke Isle. 
Investigate what happened."
13;wicher_contracts;24750;A Walk on the Waterfront;Escort the nobleman.
14;wicher_contracts;24770;A Warm Welcome;Escort the nobleman.
15;wicher_contracts;43796;Abandoned Sawmill (quest);"Search the abandoned sawmill using your Witcher Senses. 0/4 
Kill the leshen."
16;wicher_contracts;24765;An Eye for an Eye;"Meet Roche at his camp 
Meet Roche by Hanged Man's Tree 
Save Ves 
Kill all the Nilfgaardians"
17;wicher_contracts;24718;An Invitation from Keira Metz;Talk to Keira.
18;wicher_contracts;24796;An Unpaid Debt;"Meet with Simun in the hut by the lake. 
Depending on Geralt's decision:"
19;wicher_contracts;24775;Armed Assault;Knock on the door to check on the inhabitants of the house.
20;wicher_contracts;24701;At the Mercy of Strangers;Knock on the door to check on the inhabitants of the house.
21;wicher_contracts;24814;Berengar's Blade;"Find Berengar's notes in a chest in the western part of Kaer Morhen, to the west of the grindstone in the 2nd courtyard. 
Read the notes. 
Talk to Vesemir. 
Explore the cave using your Witcher Senses. 
Kill the chort. 
Look for the Tor'haerne diagram, for a relic silver sword, in the cave using your Witcher Senses."
22;wicher_contracts;24702;Bitter Harvest;"Protect the scavengers from monsters. 
Talk to the scavengers' supervisor."
23;wicher_contracts;24743;Black Pearl (quest);"Meet Nidas near the collapsed bridge to the north of Arinbjorn. 
Follow Nidas to the pearl bed. 
Find a black pearl using your Witcher Senses. 
Return to Nidas. 
Kill the drowners. 
Meet Nidas in the Golden Sturgeon to collect your reward."
24;wicher_contracts;24717;Blood Ties;"Talk to the quartermaster about the noblewoman's son. 
Find Hrodeberth's body using your Witcher Senses. 
Search the site for personal artifacts using your Witcher Senses. 
Return to the mother."
25;wicher_contracts;24777;Brave Fools Die Young;"Talk to the quartermaster about the noblewoman's son. 
Find Hrodeberth's body using your Witcher Senses. 
Search the site for personal artifacts using your Witcher Senses. 
Return to the mother."
26;wicher_contracts;24731;Cabaret;"Meet Dandelion at the Rosemary and Thyme. 
Talk to Dandelion. 
Borrow a prop sword from Madame Irina. 
Meet Dandelion near Sophronia house after dusk. 
Fight the Crimson Avenger. 
Meet Dandelion in the morning at the Rosemary and Thyme. 
Decide the decoration of the cabaret or let Priscilla decide 
Find Dandelion. 
Look for the key using your Witcher Senses. 
Open the door to Polly's home. 
Find Rautlec and get the placards from him. 
Deal with Rautlec's creditors. 
Talk to Rautlec in the Vegelbuds' residence. 
Win the race (25 + 80 crowns + mastercrafted saddle). 
Return to Dandelion."
27;wicher_contracts;24778;Call of the Wild;"Meet Dandelion at the Rosemary and Thyme. 
Talk to Dandelion. 
Borrow a prop sword from Madame Irina. 
Meet Dandelion near Sophronia house after dusk. 
Fight the Crimson Avenger. 
Meet Dandelion in the morning at the Rosemary and Thyme. 
Decide the decoration of the cabaret or let Priscilla decide 
Find Dandelion. 
Look for the key using your Witcher Senses. 
Open the door to Polly's home. 
Find Rautlec and get the placards from him. 
Deal with Rautlec's creditors. 
Talk to Rautlec in the Vegelbuds' residence. 
Win the race (25 + 80 crowns + mastercrafted saddle). 
Return to Dandelion."
28;wicher_contracts;24703;Caravan Attack;"Meet Dandelion at the Rosemary and Thyme. 
Talk to Dandelion. 
Borrow a prop sword from Madame Irina. 
Meet Dandelion near Sophronia house after dusk. 
Fight the Crimson Avenger. 
Meet Dandelion in the morning at the Rosemary and Thyme. 
Decide the decoration of the cabaret or let Priscilla decide 
Find Dandelion. 
Look for the key using your Witcher Senses. 
Open the door to Polly's home. 
Find Rautlec and get the placards from him. 
Deal with Rautlec's creditors. 
Talk to Rautlec in the Vegelbuds' residence. 
Win the race (25 + 80 crowns + mastercrafted saddle). 
Return to Dandelion."
29;wicher_contracts;24732;Carnal Sins;"Talk to Dandelion. 
Go meet with Von Gratz. 
Go through the sewers to get to the mortuary. 
Find the dwarven woodcarver's body using your Witcher Senses. 
Find Eustace the corpse collector. (40 for getting extra information by using Axii) 
Talk to Eustace. 
Investigate the alley where Priscilla was attacked using your Witcher Senses. 
Examine the place where the woodcarver died using your Witcher Senses. 
Examine the woodcarver's workshop using your Witcher Senses. 
Talk to the coroner. 
Go to the Vegelbuds' residence. 
Follow Ingrid to Patricia's room. 
Chase the murderer. 
Find Sweet Nettie at Crippled Kate's."
30;wicher_contracts;24687;Ciri's Room;"Examine the room where Ciri stayed using your Witcher Senses. 
Read the book entitled ""The Natural Obscurity of Curses"" from Ciri's room. 
Go to the kitchen and talk to Gretka."
31;wicher_contracts;38791;Collect 'Em All;Complete your collection of gwent cards.
32;wicher_contracts;24779;Coronation;Attend the coronation under the sacred oak. (200)
33;wicher_contracts;24780;Crime and Punishment;Help the prisoner.
34;wicher_contracts;24688;Deadly Crossing;Help the prisoner.
35;wicher_contracts;24704;Death By Fire;"Defeat the bandits. 
If Geralt didn't let her out during the fight: 
Talk to the survivor."
36;wicher_contracts;24689;Defender of the Faith;"Fix all the damaged shrines. 2/3 
Defeat the vandals."
37;wicher_contracts;24745;Drunken Rabble;"Fix all the damaged shrines. 2/3 
Defeat the vandals."
38;wicher_contracts;24764;Empty Coop;"Find out more about the contract. 
Find out what's stealing the old woman's chickens using your Witcher Senses. 
Convince the old woman to take in the children."
39;wicher_contracts;24690;Face Me if You Dare!;"Find out more about the contract. 
Find out what's stealing the old woman's chickens using your Witcher Senses. 
Convince the old woman to take in the children."
40;wicher_contracts;23642;Faithful Friend;Catch the runaway horse.
41;wicher_contracts;24705;Fake Papers;"See what the counterfeit pass seller's brother-in-law needs. 
Return for the discounted pass."
42;wicher_contracts;40181;Farting Trolls;"See what the counterfeit pass seller's brother-in-law needs. 
Return for the discounted pass."
43;wicher_contracts;24753;Fencing Lessons;"Go to the var Attre residence tomorrow to give Rosa fencing lessons. 
Tell the guard captain about the fencing lessons. 
Meet with Rosa. 
Follow Rosa. 
Defeat Rosa. 
Use your Witcher Senses to find Rosa."
44;wicher_contracts;24802;Finders Keepers (The Witcher 3);"Look for signs indicating the cargo's owner using your Witcher Senses. 
Ask the shopkeeper in the Clan Brokvar village on Spikeroog about the shipwrecked cargo."
45;wicher_contracts;28063;Fists of Fury: Champion of Champions;"Go to Spikeroog to find out about this mysterious opponent. 
Enter the arena. 
Kill or be killed."
46;wicher_contracts;49310;Fists of Fury: Novigrad;"Defeat Georgius Georg. 
Defeat Archibald O'Neill. 
Defeat Iron Mortimer. 
Fight the Tailor for the Novigrad title."
47;wicher_contracts;50243;Fists of Fury: Skellige;"Defeat Valgard. 
Defeat Grim. 
Defeat Einar. 
Try your strength against the Skellige champion - Olaf. 
Enter the arena. 
Defeat Olaf."
48;wicher_contracts;43895;Fists of Fury: Velen;"Defeat Smithy. 
Defeat Fishgulper. 
Defeat Jonah. 
Fight the sergeant for the Velen title."
49;wicher_contracts;24809;Flesh for Sale;"If Geralt fights his way through: 
Played along all the way through:"
50;wicher_contracts;35671;Following the Thread (The Witcher 3);"Talk to the supervisor. 
Examine the crime scene using your Witcher Senses. 
Find the monster that is prowling the area by using your Witcher Senses. 
Find the place where the monster emerged from the water by using your Witcher Senses. 
Find the ekimmara's lair by following its tracks using your Witcher Senses. 
Look for the ekimmara in its lair using your Witcher Senses. 
Kill the ekimmara. (50) 
Talk to Lambert. 
Defeat the guardsmen. 
Talk to Lambert. 
Meet Lambert at the Seven Cats Inn. (80) 
Go to Faroe and look for Hammond. 
Ask Crach what he knows about Hammond. 
Find Hammond. 
Find the shrine where Hammond prays. 
Kill Hammond. (? ) 
Search Hammond's body. 
Meet Lambert at the Nowhere Inn. 
Meet Lambert on Hierarch Square, near Karadin's residence. (90) 
Decide Jad Karadin's fate. (4  if spared) 
Kill Jad Karadin. (If not spared)"
51;wicher_contracts;30354;Fools' Gold;"Defeat the looters. 
Use your Witcher Senses to examine the pigs in the village of Lurtch. 
Talk to Yontek. 
Find the hog hut. 
Go inside the hog hut. 
Look for clues in the hog hut using your Witcher Senses. 
Talk to the pig. 
Kill the wolves attacking the pigs. 
Use the Axii sign to make the cursed pigs follow you. 
Gather all the cursed pigs under the windmill. 9/9 
Escort Yontek and the cursed pigs to the hog hut. 
Herd size: 9/9"
52;wicher_contracts;24800;For Fame and Glory;Help the warriors kill the necrophages in the old mine.
53;wicher_contracts;24723;For the Advancement of Learning;"Find out what Keira's doing in the tower on Fyke Isle. 
Find Keira. (50)"
54;wicher_contracts;24691;Forefathers' Eve;"Meet the pellar in the stone circle on Fyke Isle at midnight. 
Protect the ritual's participants."
55;wicher_contracts;24806;Free Spirit;"Gather books describing religious customs and precedents and take them to Ivar. 
Take the books you found to Ivar, he might find them interesting."
56;wicher_contracts;24783;From a Land Far, Far Away;"Read the diary found on the body. 
Find the sunken chest mentioned in the journal. 
Uncover what became of the second ship. 
Search the area around the wreck for any sign of survivors. 
Find the woman to whom the indecipherable message you found on the corpse is addressed. 
Talk to the foreign woman. 
If you didn't talk to the warrior beforehand:"
57;wicher_contracts;24706;Funeral Pyres;"Find and burn the bodies lying in pits on the battle field. 3/3 
Return to the priest of the Eternal Fire."
58;wicher_contracts;24713;Ghosts of the Past;"Search the farmstead. 
Find where the noise is coming from using your Witcher Senses. 
Enter the barn. 
Find a ladder using your Witcher Senses. 
Kill the bounty hunters. 
Ride with Letho and find Louis. 
Kill the bandits. 
Ride with Letho to Lindenvale. 
Accompany Letho around Lindenvale."
59;wicher_contracts;24815;Greenhouse Effect;"Investigate the weather anomaly using your Witcher Senses. 
Read the mage's letter. 
Use the obelisks to restore the place's proper microclimate. 
Kill the chort. 
Return to the site of the anomaly in a few days."
60;wicher_contracts;32135;Gwent: Big City Players;"Win Vimme Vivaldi's unique card. 
Win a unique card from the Marquise Serenity. 
Win a unique card from Dijkstra. 
Win a unique card from a member of the Scoia'tael band."
61;wicher_contracts;32141;Gwent: Old Pals;"Win a unique card from Vernon Roche. 
Win a unique card from Thaler. 
When you get a chance, win a unique card from Lambert. 
Win a unique card from Zoltan."
62;wicher_contracts;36738;Gwent: Playing Innkeeps;"Win Stjepan's unique card. 
Win a unique card from the innkeep at the Inn at the Crossroads."
63;wicher_contracts;44345;Gwent: Playing Thaler;Win a unique card from Thaler.
64;wicher_contracts;32132;Gwent: Skellige Style;"Win a unique card from Ermion. 
Win a unique card from Crach an Craite. 
Win a unique card from Gremist. 
Win a unique card from Sjusta. 
Win a unique card from Madman Lugos."
65;wicher_contracts;38795;Gwent: Velen Players;"Win a unique card from the baron. 
Win a unique card from the man in Oreton. 
Win a unique card from Haddy of Midcopse. 
Win a unique card from the soothsayer."
66;wicher_contracts;24700;Harassing a Troll;"Win a unique card from the baron. 
Win a unique card from the man in Oreton. 
Win a unique card from Haddy of Midcopse. 
Win a unique card from the soothsayer."
67;wicher_contracts;24785;Hard Times;"Investigate the broken cart using your Witcher Senses. 
Use your Witcher Senses to follow the tracks leading away from the broken cart. 
Read the letter you found on the dead woman's body. 
Deliver the letter to the smith at Kaer Trolde."
68;wicher_contracts;43175;Haunted House (quest);Visit the haunted house again.
69;wicher_contracts;24714;Hazardous Goods;"Help the trapped man. 
If you tell him to burn the cart:"
70;wicher_contracts;24746;Hey, You Wanna Look at my Stuff?;"Find the mysterious merchant using your Witcher Senses. 
Search the area using your Witcher Senses."
71;wicher_contracts;24754;Hidden Messages of the Nilfgaardian Kind;"Read the note. 
Find the next stash using your Witcher Senses. 
Read the note from the dropbox. 
Take the loot from the spies' chest."
72;wicher_contracts;21099;High Stakes;"Find the scribe in the Passiflora and sign up for the high-stakes tournament. 
Talk to the scribe. 
Mingle with the other contestants. 
Win your match against Bernard Tulle. 
Meet Sasha on the balcony. 
Return to the common room. 
Win against Sasha. 
Win against Finneas. 
Defeat Finneas. 
Win against Count Tybalt. 
Follow the guard to the crime scene. 
Investigate the crime scene using your Witcher Senses. 
Check for clues behind the brothel using your Witcher Senses. 
Use your Witcher Senses to see where the scent leads to. 
Meet Sasha at the warehouse. 
Find a way to get into the warehouse. 
Climb up into the warehouse. 
Check what's going on. 
Defeat Bernard and his goons."
73;wicher_contracts;24692;Highway Robbery;"Find the scribe in the Passiflora and sign up for the high-stakes tournament. 
Talk to the scribe. 
Mingle with the other contestants. 
Win your match against Bernard Tulle. 
Meet Sasha on the balcony. 
Return to the common room. 
Win against Sasha. 
Win against Finneas. 
Defeat Finneas. 
Win against Count Tybalt. 
Follow the guard to the crime scene. 
Investigate the crime scene using your Witcher Senses. 
Check for clues behind the brothel using your Witcher Senses. 
Use your Witcher Senses to see where the scent leads to. 
Meet Sasha at the warehouse. 
Find a way to get into the warehouse. 
Climb up into the warehouse. 
Check what's going on. 
Defeat Bernard and his goons."
74;wicher_contracts;24724;Highwayman's Cache;"Find the scribe in the Passiflora and sign up for the high-stakes tournament. 
Talk to the scribe. 
Mingle with the other contestants. 
Win your match against Bernard Tulle. 
Meet Sasha on the balcony. 
Return to the common room. 
Win against Sasha. 
Win against Finneas. 
Defeat Finneas. 
Win against Count Tybalt. 
Follow the guard to the crime scene. 
Investigate the crime scene using your Witcher Senses. 
Check for clues behind the brothel using your Witcher Senses. 
Use your Witcher Senses to see where the scent leads to. 
Meet Sasha at the warehouse. 
Find a way to get into the warehouse. 
Climb up into the warehouse. 
Check what's going on. 
Defeat Bernard and his goons."
75;wicher_contracts;24738;Honor Among Thieves;Collect a reward from the King of Beggars for freeing Rico.
76;wicher_contracts;70942;Horse racing;Collect a reward from the King of Beggars for freeing Rico.
77;wicher_contracts;24801;In Wolf's Clothing;"Talk to the priestess Josta about Morkvarg. 
Talk to Einar about the curse. 
Find the garden where the monster dwells. 
Find Morkvarg. 
Find the key Morkvarg mentioned using your Witcher Senses. 
Get rid of the werewolf in the garden."
78;wicher_contracts;24812;Iron Maiden;"The following are mutually exclusive and depends on the task given: 
Tell Jutta you have performed the feat. 
Defeat Jutta. 
Meet Jutta at her home after dusk."
79;wicher_contracts;24742;It Takes Three to Tango;"Bring some good wine to your rendezvous with Triss and Yennefer. 
Meet Triss and Yennefer in the Kingfisher."
80;wicher_contracts;24728;Karmic Justice;"Bring some good wine to your rendezvous with Triss and Yennefer. 
Meet Triss and Yennefer in the Kingfisher."
81;wicher_contracts;24787;King's Gambit;"Report to Crach en Craite to collect your reward. (500 and the silver sword, Fate) 
(Optional) Defeat the Vildkaarl. (100 and Hjalmar's Steel Sword. A second brawl can be initiated afterwards which rewards another 50) 
Defeat the bears. (300) 
If Geralt decides to help Cerys:"
82;wicher_contracts;24693;Last Rites;"Find the old woman's husband's grave using your Witcher Senses. 
Place the ring on the grave. 
Return to the old woman for a reward."
83;wicher_contracts;51490;Little Red (quest);"Wait until dusk for Little Red's band to attack. 
Defend the villagers."
84;wicher_contracts;24694;Looters;"Wait until dusk for Little Red's band to attack. 
Defend the villagers."
85;wicher_contracts;24721;Love's Cruel Snares;"Find the woman's missing fiancé in the woods using your Witcher Senses. 
Deliver the bad news to the girl."
86;wicher_contracts;24720;Lynch Mob;Kill the peasants.
87;wicher_contracts;24573;Magic Lamp (quest);"Follow Keira. 
Search the room using your Witcher Senses. 
Light the braziers in the correct order. 
Look for the lamp in the mage's laboratory using your Witcher Senses. 
Find an exit leading to the surface."
88;wicher_contracts;24707;Man's Best Friend;"Follow Keira. 
Search the room using your Witcher Senses. 
Light the braziers in the correct order. 
Look for the lamp in the mage's laboratory using your Witcher Senses. 
Find an exit leading to the surface."
89;wicher_contracts;24695;Master Armorers;"Ask if Fergus is a master armorer 
Get blacksmith's tools from Undvik 
Defeat the troll 
Bring the tools to Fergus 
Find a master armorer in Velen 
Decide if you trust Yoana 
Get gland acid from an archgriffin 
Take the gland acid to Yoana 
Talk to Fergus"
90;wicher_contracts;24804;Master of the Arena;"Talk with the villagers about the problem at the arena. 
Find a way to send Ulle on to the afterlife. 
Return to the warriors. 
If the guards were talked to beforehand:"
91;wicher_contracts;24813;Message from an Old Friend;"Find a book with a red cover using your Witcher Senses. 
Read the letter you found inside the book ""My Manifesto."""
92;wicher_contracts;24683;Missing in Action;"Find Dune Vildenvert. 
Meet Dune near the battlefield. 
Using your Witcher Senses, search for Temerian shields with small white flowers painted on them. 
Follow the dog's trail."
93;wicher_contracts;24816;Monster Slayer;"Use your Witcher Senses to find out what's killing downers near the lake. 
Kill the troll. 
Search the troll's lair. 
Read the letter."
94;wicher_contracts;24756;Never Trust Children;"Use your Witcher Senses to find out what's killing downers near the lake. 
Kill the troll. 
Search the troll's lair. 
Read the letter."
95;wicher_contracts;24767;Novigrad Hospitality;Track down the bards using your Witcher Senses and recover your equipment.
96;wicher_contracts;24729;Novigrad, Closed City (Bandits);"Track the smell of blood and sewer muck using your Witcher Senses. 
Follow the missing man's trail using your Witcher Senses. 
Kill the bandits."
97;wicher_contracts;43467;Novigrad, Closed City (Lussi, Fritz, Walter);"Enter the woman's home and get rid of the danger. 
Defeat the guards. 
Find the other partners mentioned in the note and look for keys. 3/3 
Use the three keys to open the safe."
