source;id;title;objectives;objectives_entities
wicher_contracts;32132;Gwent: Skellige Style;"Win a unique card from Ermion. 
Win a unique card from Crach an Craite. 
Win a unique card from Gremist. 
Win a unique card from Sjusta. 
Win a unique card from Madman Lugos.";Win a unique card from xorgx . Win a unique card from xperx an Craite . Win a unique card from xorgx . Win a unique card from xorgx . Win a unique card from Madman Lugos .
wicher_contracts;38795;Gwent: Velen Players;"Win a unique card from the baron. 
Win a unique card from the man in Oreton. 
Win a unique card from Haddy of Midcopse. 
Win a unique card from the soothsayer.";Win a unique card from the baron . Win a unique card from the man in xlocx . Win a unique card from xperx xmiscx xorgx . Win a unique card from the soothsayer .
wicher_contracts;24700;Harassing a Troll;"Win a unique card from the baron. 
Win a unique card from the man in Oreton. 
Win a unique card from Haddy of Midcopse. 
Win a unique card from the soothsayer.";Win a unique card from the baron . Win a unique card from the man in xlocx . Win a unique card from xperx xmiscx xorgx . Win a unique card from the soothsayer .
wicher_contracts;24785;Hard Times;"Investigate the broken cart using your Witcher Senses. 
Use your Witcher Senses to follow the tracks leading away from the broken cart. 
Read the letter you found on the dead woman's body. 
Deliver the letter to the smith at Kaer Trolde.";Investigate the broken cart using your Witcher Senses . Use your Witcher Senses to follow the tracks leading away from the broken cart . Read the letter you found on the dead woman 's body . Deliver the letter to the smith at Kaer Trolde .
wicher_contracts;43175;Haunted House (quest);Visit the haunted house again.;Visit the haunted house again .
wicher_contracts;24714;Hazardous Goods;"Help the trapped man. 
If you tell him to burn the cart:";Help the trapped man . If you tell him to burn the cart :
wicher_contracts;24746;Hey, You Wanna Look at my Stuff?;"Find the mysterious merchant using your Witcher Senses. 
Search the area using your Witcher Senses.";xmiscx the mysterious merchant using your Witcher Senses . Search the area using your Witcher Senses .
wicher_contracts;24754;Hidden Messages of the Nilfgaardian Kind;"Read the note. 
Find the next stash using your Witcher Senses. 
Read the note from the dropbox. 
Take the loot from the spies' chest.";Read the note . xmiscx the next stash using your Witcher Senses . Read the note from the dropbox . Take the loot from the spies ' chest .
wicher_contracts;21099;High Stakes;"Find the scribe in the Passiflora and sign up for the high-stakes tournament. 
Talk to the scribe. 
Mingle with the other contestants. 
Win your match against Bernard Tulle. 
Meet Sasha on the balcony. 
Return to the common room. 
Win against Sasha. 
Win against Finneas. 
Defeat Finneas. 
Win against Count Tybalt. 
Follow the guard to the crime scene. 
Investigate the crime scene using your Witcher Senses. 
Check for clues behind the brothel using your Witcher Senses. 
Use your Witcher Senses to see where the scent leads to. 
Meet Sasha at the warehouse. 
Find a way to get into the warehouse. 
Climb up into the warehouse. 
Check what's going on. 
Defeat Bernard and his goons.";xmiscx the scribe in the xorgx xorgx sign up for the high-stakes tournament . Talk to the scribe . Mingle with the other contestants . Win your match against xperx Tulle . Meet xperx on the balcony . Return to the common room . Win against xperx . Win against xperx . Defeat xperx . Win against Count Tybalt . Follow the guard to the crime scene . Investigate the crime scene using your Witcher Senses . Check for clues behind the brothel using your Witcher Senses . Use your Witcher Senses to see where the scent leads to . Meet xperx at the warehouse . xmiscx a way to get into the warehouse . Climb up into the warehouse . Check what 's going on . Defeat xperx xorgx his goons .
wicher_contracts;24692;Highway Robbery;"Find the scribe in the Passiflora and sign up for the high-stakes tournament. 
Talk to the scribe. 
Mingle with the other contestants. 
Win your match against Bernard Tulle. 
Meet Sasha on the balcony. 
Return to the common room. 
Win against Sasha. 
Win against Finneas. 
Defeat Finneas. 
Win against Count Tybalt. 
Follow the guard to the crime scene. 
Investigate the crime scene using your Witcher Senses. 
Check for clues behind the brothel using your Witcher Senses. 
Use your Witcher Senses to see where the scent leads to. 
Meet Sasha at the warehouse. 
Find a way to get into the warehouse. 
Climb up into the warehouse. 
Check what's going on. 
Defeat Bernard and his goons.";xmiscx the scribe in the xorgx xorgx sign up for the high-stakes tournament . Talk to the scribe . Mingle with the other contestants . Win your match against xperx Tulle . Meet xperx on the balcony . Return to the common room . Win against xperx . Win against xperx . Defeat xperx . Win against Count Tybalt . Follow the guard to the crime scene . Investigate the crime scene using your Witcher Senses . Check for clues behind the brothel using your Witcher Senses . Use your Witcher Senses to see where the scent leads to . Meet xperx at the warehouse . xmiscx a way to get into the warehouse . Climb up into the warehouse . Check what 's going on . Defeat xperx xorgx his goons .
wicher_contracts;24724;Highwayman's Cache;"Find the scribe in the Passiflora and sign up for the high-stakes tournament. 
Talk to the scribe. 
Mingle with the other contestants. 
Win your match against Bernard Tulle. 
Meet Sasha on the balcony. 
Return to the common room. 
Win against Sasha. 
Win against Finneas. 
Defeat Finneas. 
Win against Count Tybalt. 
Follow the guard to the crime scene. 
Investigate the crime scene using your Witcher Senses. 
Check for clues behind the brothel using your Witcher Senses. 
Use your Witcher Senses to see where the scent leads to. 
Meet Sasha at the warehouse. 
Find a way to get into the warehouse. 
Climb up into the warehouse. 
Check what's going on. 
Defeat Bernard and his goons.";xmiscx the scribe in the xorgx xorgx sign up for the high-stakes tournament . Talk to the scribe . Mingle with the other contestants . Win your match against xperx Tulle . Meet xperx on the balcony . Return to the common room . Win against xperx . Win against xperx . Defeat xperx . Win against Count Tybalt . Follow the guard to the crime scene . Investigate the crime scene using your Witcher Senses . Check for clues behind the brothel using your Witcher Senses . Use your Witcher Senses to see where the scent leads to . Meet xperx at the warehouse . xmiscx a way to get into the warehouse . Climb up into the warehouse . Check what 's going on . Defeat xperx xorgx his goons .
wicher_contracts;24738;Honor Among Thieves;Collect a reward from the King of Beggars for freeing Rico.;Collect a reward from the xperx xmiscx xorgx for freeing xperx .
wicher_contracts;70942;Horse racing;Collect a reward from the King of Beggars for freeing Rico.;Collect a reward from the xperx xmiscx xorgx for freeing xperx .
wicher_contracts;24801;In Wolf's Clothing;"Talk to the priestess Josta about Morkvarg. 
Talk to Einar about the curse. 
Find the garden where the monster dwells. 
Find Morkvarg. 
Find the key Morkvarg mentioned using your Witcher Senses. 
Get rid of the werewolf in the garden.";Talk to the priestess xperx about Morkvarg . Talk to xperx about the curse . xmiscx the garden where the monster dwells . xmiscx Morkvarg . xmiscx the key Morkvarg mentioned using your Witcher Senses . Get rid xmiscx the werewolf in the garden .
wicher_contracts;24812;Iron Maiden;"The following are mutually exclusive and depends on the task given: 
Tell Jutta you have performed the feat. 
Defeat Jutta. 
Meet Jutta at her home after dusk.";xlocx following are mutually exclusive xorgx depends on the task given : Tell xperx you have performed the feat . Defeat xperx . Meet xperx at her home after dusk .
wicher_contracts;24742;It Takes Three to Tango;"Bring some good wine to your rendezvous with Triss and Yennefer. 
Meet Triss and Yennefer in the Kingfisher.";Bring some good wine to your rendezvous with xperx xorgx xorgx . Meet xperx xorgx xorgx in the xmiscx .
wicher_contracts;24728;Karmic Justice;"Bring some good wine to your rendezvous with Triss and Yennefer. 
Meet Triss and Yennefer in the Kingfisher.";Bring some good wine to your rendezvous with xperx xorgx xorgx . Meet xperx xorgx xorgx in the xmiscx .
wicher_contracts;24787;King's Gambit;"Report to Crach en Craite to collect your reward. (500 and the silver sword, Fate) 
(Optional) Defeat the Vildkaarl. (100 and Hjalmar's Steel Sword. A second brawl can be initiated afterwards which rewards another 50) 
Defeat the bears. (300) 
If Geralt decides to help Cerys:";Report to xperx en Craite to collect your reward . ( 500 xorgx the silver sword , xperx ) ( Optional ) Defeat the xorgx . ( 100 xorgx xperx 's xmiscx xmiscx . A second brawl can be initiated afterwards which rewards another 50 ) Defeat the bears . ( 300 ) If xperx decides to help xperx :
wicher_contracts;24693;Last Rites;"Find the old woman's husband's grave using your Witcher Senses. 
Place the ring on the grave. 
Return to the old woman for a reward.";xmiscx the old woman 's husband 's grave using your Witcher Senses . Place the ring on the grave . Return to the old woman for a reward .
wicher_contracts;51490;Little Red (quest);"Wait until dusk for Little Red's band to attack. 
Defend the villagers.";Wait until dusk for Little xorgx 's band to attack . Defend the villagers .
wicher_contracts;24694;Looters;"Wait until dusk for Little Red's band to attack. 
Defend the villagers.";Wait until dusk for Little xorgx 's band to attack . Defend the villagers .
wicher_contracts;24721;Love's Cruel Snares;"Find the woman's missing fiancé in the woods using your Witcher Senses. 
Deliver the bad news to the girl.";xmiscx the woman 's missing fiancé in the woods using your Witcher Senses . Deliver the bad news to the girl .
wicher_contracts;24720;Lynch Mob;Kill the peasants.;xorgx the peasants .
wicher_contracts;24573;Magic Lamp (quest);"Follow Keira. 
Search the room using your Witcher Senses. 
Light the braziers in the correct order. 
Look for the lamp in the mage's laboratory using your Witcher Senses. 
Find an exit leading to the surface.";Follow xperx . Search the room using your Witcher Senses . Light the braziers in the correct order . Look for the lamp in the mage 's laboratory using your Witcher Senses . xmiscx an exit leading to the surface .
wicher_contracts;24707;Man's Best Friend;"Follow Keira. 
Search the room using your Witcher Senses. 
Light the braziers in the correct order. 
Look for the lamp in the mage's laboratory using your Witcher Senses. 
Find an exit leading to the surface.";Follow xperx . Search the room using your Witcher Senses . Light the braziers in the correct order . Look for the lamp in the mage 's laboratory using your Witcher Senses . xmiscx an exit leading to the surface .
wicher_contracts;24695;Master Armorers;"Ask if Fergus is a master armorer 
Get blacksmith's tools from Undvik 
Defeat the troll 
Bring the tools to Fergus 
Find a master armorer in Velen 
Decide if you trust Yoana 
Get gland acid from an archgriffin 
Take the gland acid to Yoana 
Talk to Fergus";Ask if xperx is a master armorer Get blacksmith 's tools from xlocx Defeat the troll Bring the tools to xperx xmiscx a master armorer in xlocx Decide if you trust xperx Get gland acid from an archgriffin Take the gland acid to xperx Talk to xperx
wicher_contracts;24804;Master of the Arena;"Talk with the villagers about the problem at the arena. 
Find a way to send Ulle on to the afterlife. 
Return to the warriors. 
If the guards were talked to beforehand:";Talk with the villagers about the problem at the arena . xmiscx a way to send xperx on to the afterlife . Return to the warriors . If the guards were talked to beforehand :
wicher_contracts;24813;Message from an Old Friend;"Find a book with a red cover using your Witcher Senses. 
Read the letter you found inside the book ""My Manifesto.""";xmiscx a book with a red cover using your Witcher Senses . Read the letter you found inside the book `` My Manifesto . ''
wicher_contracts;24683;Missing in Action;"Find Dune Vildenvert. 
Meet Dune near the battlefield. 
Using your Witcher Senses, search for Temerian shields with small white flowers painted on them. 
Follow the dog's trail.";xmiscx xperx Vildenvert . Meet xperx near the battlefield . Using your Witcher Senses , search for xmiscx shields with small white flowers painted on them . Follow the dog 's trail .
wicher_contracts;24816;Monster Slayer;"Use your Witcher Senses to find out what's killing downers near the lake. 
Kill the troll. 
Search the troll's lair. 
Read the letter.";Use your Witcher Senses to find out what 's killing downers near the lake . xorgx the troll . Search the troll 's lair . Read the letter .
wicher_contracts;24756;Never Trust Children;"Use your Witcher Senses to find out what's killing downers near the lake. 
Kill the troll. 
Search the troll's lair. 
Read the letter.";Use your Witcher Senses to find out what 's killing downers near the lake . xorgx the troll . Search the troll 's lair . Read the letter .
wicher_contracts;24767;Novigrad Hospitality;Track down the bards using your Witcher Senses and recover your equipment.;Track down the bards using your Witcher Senses xorgx recover your equipment .
wicher_contracts;24729;Novigrad, Closed City (Bandits);"Track the smell of blood and sewer muck using your Witcher Senses. 
Follow the missing man's trail using your Witcher Senses. 
Kill the bandits.";Track the smell xmiscx blood xorgx sewer muck using your Witcher Senses . Follow the missing man 's trail using your Witcher Senses . xorgx the bandits .
wicher_contracts;43467;Novigrad, Closed City (Lussi, Fritz, Walter);"Enter the woman's home and get rid of the danger. 
Defeat the guards. 
Find the other partners mentioned in the note and look for keys. 3/3 
Use the three keys to open the safe.";Enter the woman 's home xorgx get rid xmiscx the danger . Defeat the guards . xmiscx the other partners mentioned in the note xorgx look for keys . 3/3 Use the three keys to open the safe .
wicher_contracts;24757;Now or Never;"Read the mysterious perfumed letter 
Meet Triss 
Kill the Eternal Fire guardsmen 
Follow Triss 
The following objectives only apply if Geralt searches for Berthold and Anisse: 
Enter the mage's hideout and follow Triss 
Enter the sewers 
Find a path through the sewers 
Find a way across the rats' feeding ground 
Meet Dijkstra at the port 
Kill the witch hunters";Read the mysterious perfumed letter Meet xperx xorgx the xmiscx xorgx guardsmen Follow xperx xlocx following objectives only apply if xperx searches for xperx xorgx xperx : Enter the mage 's hideout xorgx follow xperx Enter the sewers xmiscx a path through the sewers xmiscx a way across the rats ' feeding ground Meet xperx at the port xorgx the witch hunters
wicher_contracts;24752;Of Dairy and Darkness;"Find the manor first: 
Use Aeramas' artifacts to activate the portal. 
Search Aeramas' residence using your Witcher Senses. 
Find a way to activate the portal. 
Use Aeramas' artifacts to activate the portal. 
Use the portal in Aeramas' residence. 
Investigate Aeramas' dungeon. 
Find a way to pass the tyromancy rooms. 
Find your way through the flooded chamber. 
Deactivate the magic barrier and get to Aeramas' treasure.";xmiscx the manor first : Use xorgx ' artifacts to activate the portal . Search xorgx ' residence using your Witcher Senses . xmiscx a way to activate the portal . Use xorgx ' artifacts to activate the portal . Use the portal in xorgx ' residence . Investigate xorgx ' dungeon . xmiscx a way to pass the tyromancy rooms . xmiscx your way through the flooded chamber . Deactivate the magic barrier xorgx get to xorgx ' treasure .
wicher_contracts;24739;Of Swords and Dumplings;"Talk to Hattori in his dumpling shop. 
Go to the docks after dusk to meet Hattori's supplier. 
Help Hattori to make a deal with his supplier. 
Escape the ambush. 
Enlist Sukrus from Skellige as Hattori's bodyguard. 
Break up the fight outside the inn. 
Convince the Skellige merchant to pay his debts to Sukrus or destroy his goods. 
Tell Sukrus you solved his problem. 
Return to Hattori. 
Gather Sukrus and his boys. 
Meet Sukrus by van Hoorn's warehouse after dark. 
Get into Ernst van Hoorn's warehouse. 
Use your Witcher Senses to find crates containing crafting supplies and mark them with chalk. 3/3 
Tell Sukrus to take the crates. 
Defeat Ernst van Hoorn and his thugs. 
Talk to Hattori about the sword he promised you. 
Return to Hattori later to see if he's finished your sword.";Talk to xperx in his dumpling shop . xperx to the docks after dusk to meet xperx 's supplier . Help xperx to make a deal with his supplier . xmiscx the ambush . Enlist xperx from xorgx as xperx 's bodyguard . Break up the fight outside the inn . Convince the xorgx merchant to pay his debts to xperx or destroy his goods . Tell xperx you solved his problem . Return to xperx . Gather xperx xorgx his boys . Meet xperx by van Hoorn 's warehouse after dark . Get into Ernst van Hoorn 's warehouse . Use your Witcher Senses to find crates containing crafting supplies xorgx mark them with chalk . 3/3 Tell xperx to take the crates . Defeat Ernst van Hoorn xorgx his thugs . Talk to xperx about the sword he promised you . Return to xperx later to see if he 's finished your sword .
wicher_contracts;21513;On Death's Bed;"Brew a dose of the Swallow potion. 
Take the potion to the herbalist.";Brew a dose xmiscx the Swallow potion . Take the potion to the herbalist .
wicher_contracts;24748;Out On Your Arse!;"Get rid of the drunk Skelligers. 
Return to the woman.";Get rid xmiscx the drunk Skelligers . Return to the woman .
wicher_contracts;41221;Possession (quest);"Ask Udalryk where Cerys is. 
If Geralt asked Hjort what happened to Udalryk: 
Look for Cerys in the abandoned home using your Witcher Senses. 
Find the sword named Brokvar. (400) 
Tell Cerys you found the sword. 
Go to Udalryk with Cerys. 
Place Brokvar near Aki's bones. 
Return to Udalryk. (550) 
Meet Cerys in Udalryk's old home. 
Search the house and find a way to drive off the hym. 
See what Cerys has found. 
If Geralt decides to trick the hym: 
If Geralt decides to fight the hym:";Ask xlocx where xperx is . If xperx asked xperx what happened to xlocx : Look for xperx in the abandoned home using your Witcher Senses . xmiscx the sword named xorgx . ( 400 ) Tell xperx you found the sword . xperx to xlocx with xperx . Place xorgx near xperx 's bones . Return to xlocx . ( 550 ) Meet xperx in xlocx 's old home . Search the house xorgx find a way to drive off the hym . See what xperx has found . If xperx decides to trick the hym : If xperx decides to fight the hym :
wicher_contracts;24684;Precious Cargo;"Find the little box the merchant mentioned using your Witcher Senses. 
Use your Witcher Senses to find where the cart left the road. 
Find the cart. 
Look around the cart for evidence about the attack using your Witcher Senses. 
Return the box to the merchant. 
If Geralt confronts the merchant about his lie:";xmiscx the little box the merchant mentioned using your Witcher Senses . Use your Witcher Senses to find where the cart left the road . xmiscx the cart . Look around the cart for evidence about the attack using your Witcher Senses . Return the box to the merchant . If xperx confronts the merchant about his lie :
wicher_contracts;30544;Race: The Great Erasmus Vegelbud Memorial Derby;"Talk to the master of ceremonies for the Vegelbuds' race. 
If one takes a break between races: 
Beat the first rider. 
Beat the second rider. 
Beat Luc Vegelbud. 
Read the letter you received. 
Talk to Cleaver about the letter. 
If you initially say no: 
Be the first past the finish line.";Talk to the master xmiscx ceremonies for the xorgx ' race . If one takes a break between races : Beat the first rider . Beat the second rider . Beat Luc Vegelbud . Read the letter you received . Talk to xperx about the letter . If you initially say no : Be the first past the finish line .
wicher_contracts;43278;Races: Crow's Perch;Get to the race's starting line.;Get to the race 's starting line .
wicher_contracts;24740;Racists of Novigrad;Get to the race's starting line.;Get to the race 's starting line .
wicher_contracts;24749;Reason of State;"Meet Dijkstra, Roche and Thaler in the portside warehouse. 
Lure Radovid from his ship. 
Kill Radovid. 
If Geralt protects the Temerian patriots:";Meet xperx , xperx xorgx xperx in the portside warehouse . Lure xperx from his ship . xorgx xperx . If xperx protects the xmiscx patriots :
wicher_contracts;24773;Redania's Most Wanted;"Talk to the witch hunters in front of Philippa's hideout in Est Tayiar 
Open Philippa's hideout (50) 
Search Philippa's hideout 
Search Philippa's quarters using your Witcher Senses 
Find the missing crystal 
Place the crystal in the right spot 
Use Aard to activate the crystal 
The next two options are mutually exclusive: 
The next three options are mutually exclusive and only available if Geralt killed the witch hunters: 
Tell Radovid what you learned about Philippa (50)";Talk to the witch hunters in front xmiscx xperx 's hideout in Est Tayiar Open xperx 's hideout ( 50 ) Search xperx 's hideout Search xperx 's quarters using your Witcher Senses xmiscx the missing crystal Place the crystal in the right spot Use xorgx to activate the crystal xlocx next two options are mutually exclusive : xlocx next three options are mutually exclusive xorgx only available if xperx killed the witch hunters : Tell xperx what you learned about xperx ( 50 )
wicher_contracts;24726;Return to Crookback Bog;"Meet the baron in Downwarren. 
Go with the baron to the Crones' huts in the bog. 
Help the witch hunters fight the monsters. 
Prepare for a fight. 
Kill the fiend and the other monsters. 
If Geralt save the spirit after he was given the task:";Meet the baron in xlocx . xperx with the baron to the Crones ' huts in the bog . Help the witch hunters fight the monsters . Prepare for a fight . xorgx the fiend xorgx the other monsters . If xperx save the spirit after he was given the task :
wicher_contracts;24774;Rough Neighborhood;Escort the woman to her home.;Escort the woman to her home .
wicher_contracts;24791;Shock Therapy;"Go visit Egill. 
Help Egill recover his voice by giving him a scare. 
Keep trying to scare the druid until he recovers his voice. 3/3 
Return to the druid who gave you the task.";xperx visit xperx . Help xperx recover his voice by giving him a scare . xlocx trying to scare the druid until he recovers his voice . 3/3 Return to the druid who gave you the task .
wicher_contracts;24792;Siren's Call;"Go visit Egill. 
Help Egill recover his voice by giving him a scare. 
Keep trying to scare the druid until he recovers his voice. 3/3 
Return to the druid who gave you the task.";xperx visit xperx . Help xperx recover his voice by giving him a scare . xlocx trying to scare the druid until he recovers his voice . 3/3 Return to the druid who gave you the task .
wicher_contracts;24768;Spooked Mare;"Find the missing horse using your Witcher Senses. 
If you fight the Scoia'tael: 
If you take one of the horses:";xmiscx the missing horse using your Witcher Senses . If you fight the Scoia'tael : If you take one xmiscx the horses :
wicher_contracts;24793;Stranger in a Strange Land;"Defeat the warriors who picked a fight with you. 
See what's happening outside. 
Get out of prison.";Defeat the warriors who picked a fight with you . See what 's happening outside . Get out xmiscx prison .
wicher_contracts;24769;Strangers in the Night (The Witcher 3);"Defeat the warriors who picked a fight with you. 
See what's happening outside. 
Get out of prison.";Defeat the warriors who picked a fight with you . See what 's happening outside . Get out xmiscx prison .
wicher_contracts;24747;Strumpet in Distress;"Defeat the warriors who picked a fight with you. 
See what's happening outside. 
Get out of prison.";Defeat the warriors who picked a fight with you . See what 's happening outside . Get out xmiscx prison .
wicher_contracts;24741;Suspicious Shakedown;"Defeat the warriors who picked a fight with you. 
See what's happening outside. 
Get out of prison.";Defeat the warriors who picked a fight with you . See what 's happening outside . Get out xmiscx prison .
wicher_contracts;43517;Take What You Want;Go to the School of the Cat witcher's stash to collect your reward.;xperx to the School xmiscx the Cat witcher 's stash to collect your reward .
wicher_contracts;24569;The Bastion;"Explore the old bastion near Kaer Morhen using your Witcher Senses. 
Eliminate the wraiths haunting the old bastion. 
Use Keira's lamp to investigate the old bastion. 
Look for the boy's remains around the bastion using your Witcher Senses. 
Use Keira's lamp to find out what happened to the boy. 
Pick up the boy's remains. 
Bury the boy's remains.";Explore the old bastion near Kaer Morhen using your Witcher Senses . Eliminate the wraiths haunting the old bastion . Use xperx 's lamp to investigate the old bastion . Look for the boy 's remains around the bastion using your Witcher Senses . Use xperx 's lamp to find out what happened to the boy . Pick up the boy 's remains . Bury the boy 's remains .
wicher_contracts;24794;The Cave of Dreams;"Join Blueboy Lugos and his crew outside the Cave of Dreams. 
Explore the Cave of Dreams with Blueboy Lugos. 
Face your nightmares in the Cave of Dreams.";Join Blueboy Lugos xorgx his crew outside the Cave xmiscx xorgx . Explore the Cave xmiscx xorgx with Blueboy Lugos . Face your nightmares in the Cave xmiscx xorgx .
wicher_contracts;24727;The Dwarven Document Dilemma;"Go to the place where Muggs was attacked and examine it using your Witcher Senses. 
Use your Witcher Senses to follow the clues to find Muggs' attackers. 
Confront Muggs about his story or get the documents from Gerd. 
If Geralt demands the papers: 
Compare Muggs' and the attacker's accounts.";xperx to the place where xperx was attacked xorgx examine it using your Witcher Senses . Use your Witcher Senses to follow the clues to find xperx ' attackers . Confront xperx about his story or get the documents from xperx . If xperx demands the papers : Compare xperx ' xorgx the attacker 's accounts .
wicher_contracts;24710;The Fall of the House of Reardon;"Ask Dolores about the monsters in her manor. 
Find the Reardon family manor. 
Kill the monsters in the manor. 
Return to Dolores.";Ask xperx about the monsters in her manor . xmiscx the xperx family manor . xorgx the monsters in the manor . Return to xperx .
wicher_contracts;24781;The Family Blade;"Look for a thieves' camp near the obelisk. 
Kill the thieves. 
Search the thieves' camp for the sword named Kuliu. 
Read the journal to learn about the sword named Kuliu. 
Track down the thieves at the old fort. 
Kill the thieves. 
Search the thieves' camp for the sword named Kuliu. 
Read the journal to learn about the sword named Kuliu. 
Look for thieves near the whale graveyard. 
Kill the thieves. 
Search the thieves' camp for the sword named Kuliu. 
Return Kuliu to the Kaer Trolde guardsman named Olaf.";Look for a thieves ' camp near the obelisk . xorgx the thieves . Search the thieves ' camp for the sword named Kuliu . Read the journal to learn about the sword named Kuliu . Track down the thieves at the old fort . xorgx the thieves . Search the thieves ' camp for the sword named Kuliu . Read the journal to learn about the sword named Kuliu . Look for thieves near the whale graveyard . xorgx the thieves . Search the thieves ' camp for the sword named Kuliu . Return Kuliu to the Kaer Trolde guardsman named xperx .
wicher_contracts;24736;The Flame of Hatred;"Look for a thieves' camp near the obelisk. 
Kill the thieves. 
Search the thieves' camp for the sword named Kuliu. 
Read the journal to learn about the sword named Kuliu. 
Track down the thieves at the old fort. 
Kill the thieves. 
Search the thieves' camp for the sword named Kuliu. 
Read the journal to learn about the sword named Kuliu. 
Look for thieves near the whale graveyard. 
Kill the thieves. 
Search the thieves' camp for the sword named Kuliu. 
Return Kuliu to the Kaer Trolde guardsman named Olaf.";Look for a thieves ' camp near the obelisk . xorgx the thieves . Search the thieves ' camp for the sword named Kuliu . Read the journal to learn about the sword named Kuliu . Track down the thieves at the old fort . xorgx the thieves . Search the thieves ' camp for the sword named Kuliu . Read the journal to learn about the sword named Kuliu . Look for thieves near the whale graveyard . xorgx the thieves . Search the thieves ' camp for the sword named Kuliu . Return Kuliu to the Kaer Trolde guardsman named xperx .
wicher_contracts;24810;The Four Faces of Hemdall;"Look for a thieves' camp near the obelisk. 
Kill the thieves. 
Search the thieves' camp for the sword named Kuliu. 
Read the journal to learn about the sword named Kuliu. 
Track down the thieves at the old fort. 
Kill the thieves. 
Search the thieves' camp for the sword named Kuliu. 
Read the journal to learn about the sword named Kuliu. 
Look for thieves near the whale graveyard. 
Kill the thieves. 
Search the thieves' camp for the sword named Kuliu. 
Return Kuliu to the Kaer Trolde guardsman named Olaf.";Look for a thieves ' camp near the obelisk . xorgx the thieves . Search the thieves ' camp for the sword named Kuliu . Read the journal to learn about the sword named Kuliu . Track down the thieves at the old fort . xorgx the thieves . Search the thieves ' camp for the sword named Kuliu . Read the journal to learn about the sword named Kuliu . Look for thieves near the whale graveyard . xorgx the thieves . Search the thieves ' camp for the sword named Kuliu . Return Kuliu to the Kaer Trolde guardsman named xperx .
wicher_contracts;24737;The Gangs of Novigrad;"Think over Cleaver's offer to help you find Whoreson Junior. 
Talk to Cleaver. 
Meet with his henchmen.";Think over xperx 's offer to help you find Whoreson Junior . Talk to xperx . Meet with his henchmen .
wicher_contracts;53907;The Heroes' Pursuits: Fayrlund;"Go to where the race starts. 
Win the race!";xperx to where the race starts . Win the race !
wicher_contracts;56398;The Heroes' Pursuits: For the Goddess' Glory!;"If Geralt found the notice: 
Win each of the qualifying races at least once. 
Go to the race's starting line. 
Be the first past the finish line.";If xperx found the notice : Win each xmiscx the qualifying races at least once . xperx to the race 's starting line . Be the first past the finish line .
wicher_contracts;56397;The Heroes' Pursuits: Fyresdal;"Go to where the race starts. 
Ride as fast as you can and win!";xperx to where the race starts . Ride as fast as you can xorgx win !
wicher_contracts;56313;The Heroes' Pursuits: Kaer Trolde;"Go to the race's starting line. 
Mount your horse and take your position at the starting line. 
Be the first past the finish line.";xperx to the race 's starting line . Mount your horse xorgx take your position at the starting line . Be the first past the finish line .
wicher_contracts;35270;The Last Wish (quest);"Meet Yennefer in Larvik. 
Accompany Yennefer on the way to Larvik. 
Go to Larvik's harbor with Yennefer. 
Talk to Yennefer. 
Get on the boat with Yennefer. 
Help Yennefer find the djinn. 
Search the bottom of the bay using your Witcher Senses. 
Return to the boat. 
Help Yennefer find the djinn. 
Search the bottom of the bay using your Witcher Senses. 
Return to the boat and talk to Yennefer. 
Follow Yennefer to the top deck. 
Search the ship using your Witcher Senses. 
Wait for Yennefer to summon the djinn. 
Stop the djinn.";Meet xorgx in xlocx . Accompany xorgx on the way to xlocx . xperx to xlocx 's harbor with xorgx . Talk to xorgx . Get on the boat with xorgx . Help xorgx find the djinn . Search the bottom xmiscx the bay using your Witcher Senses . Return to the boat . Help xorgx find the djinn . Search the bottom xmiscx the bay using your Witcher Senses . Return to the boat xorgx talk to xorgx . Follow xorgx to the top deck . Search the ship using your Witcher Senses . Wait for xorgx to summon the djinn . Stop the djinn .
